akkadian,english,confidence,src_len,tgt_len,ratio
kišib zi-qí-qí dumu ì-lí-dan kišib šál-ma-a-šur dumu ú-zu-a kišib puzur₄.ištar dumu id-na-a 0.3333 ma-na 5 gín kù.babbar ṣa-ru-pá-am bé-ú-lá-tim ša e-lá-ma puzur₄.ištar dumu id-na-a,"seal of ziqiqi, son of ilī-dān, seal of šalim-aššur, son of uzua, seal of puzur-ištar, son of idnāya. 25 shekels of refined silver, a working capital belonging to elamma, puzur-ištar, son of idnāya, has received; with the silver he is held.",16,24,41,1.708
šál-ma-a-šur i-ba-ší-ú ṭup-pu-a le-qé-ma a-šar ku-wa-tí li-ib-ší-ú šu-ma ṭup-pu-a a-šar ku-wa-tí i-ba-ší-ú ṭup-pu-a ku-nu-ki-a pè-té-ma 6 gín a-mu-tum ku-nu-ku ša dumu puzur₄-sú-in i-na qé-ra-áb,"take my tablets and let them be with you."" if my tablets are with you, then open for the seal on my tablets, and (you will see that) six shekels of iron sealed by puzur-suen's son is placed with my tablets.",16,24,41,1.708
e-lá-lí dumu a-šur-en-nam ša é gal-da-a igi a-mu-ú-a dumu ha-am-ha-am-tim igi a-da-da-a dumu a-bi₄-a dumu be-be-e,"in the presence of elālī, son of aššur-ennam, of the house of galdaya, of amua, son of hamhamtum, of adadaya, son of abiya, son of bebē.""",16,16,26,1.625
ṣú-ha-ru-ú a-sà-nim ša é ás-qú-dim ú pì-lá-ah-ištar dumu e-lá-ma ha-ra-nam iš-té-ni-iš i-li-ku-nim-ma i-na hu-ra-ma a-na é ku-bi-a iš-té-ni-iš e-ru-bu-ma ni-is-ha-tí-šu-nu é.gal-lúm iš-té-ni-iš i-sú-ùh i-na,"the servants of asānum, who belongs to the house of asqūdum, and pilah-ištar, son of elamma, together went on a business trip and in hurama they together entered kubiya's house and the palace levied the import-tax from them together.",16,24,39,1.625
i-tù-ru-nim a-lá-ha-am a-ṭá-ra-dam 0.5 ma-na kù.babbar ṣa-ru-pá-am ú ša 3 gín sà-hi-ir-tám ku-nu-ki-a ili₅-tù-ra-am ú-šé-bi₄-lá-kum-ma 17 gín kù.babbar ṣa-ru-pá-am ku-nu-ki-a ší-im ṣú-ba-tí-kà id-na-a ú,"i sent ilī-tūram to you with 0.5 mina of refined silver and small goods worth 3 shekels under my seal, and idnaya and aluwa are bringing you 17 shekels of silver under my seal, the proceeds from your textiles.",16,24,39,1.625
a-ha-ma a-ša iq-bi₄-a-ku-ni šé-sí-ma túg.hi.a a ší-mì-im lu ni-dí-šu-nu-ma ú kù.babbar-pì ku-ta-ni iš-tù ta-ṣí-ru-šu pu-šu ší me-ma šu-ma iš-tí-kà a-na a-hu-tim ta-šé-e-šu mì-ma a-wa-tám ša i pì-šu ta-ša-me-ú sig₅.sig₅-ma i ṭù-pì-im,"and also, as concerns my silver for the -textiles, after you have fixed the price for him, listen to what he has to say and if you aim at him establishing brotherhood with you, then write every word your hear from his mouth, for me on a tablet and send it me secretly.",16,31,53,1.71
lá-qé-pí-im šu-ma a-na 5 u₄-me-e a-lu-ú dumu a-du-du-ú la i-li-kà-ma a-wa-tám i-dí-nam kù.babbar ša al-qé-ú i-na ṣí-ib-tí-a ú-ṣa-ha-ar-ma ù a-na ma-la ṭup-pí-šu kù.babbar ù ṣí-ba-sú ba-lu-um dí-ni-im ù ma-mì-tim,"if alu son of adudu has not come within 5 days and answered me in court, i shall deduct the money i took from my interest and then he must pay the silver and its interest in accordance with his tablet, without a verdict or an oath.",16,29,47,1.621
šál-ma-a-šùr a-ṣé-er a-mur-ištar ú-ṭá-hi-ú-ni-a-tí-ma um-ma šál-ma-a-šur-ma a-na a-mur-ištar-ma mì-šu-um ší-im túg-ba-tí-a urudu ta-aṣ-ba-at um-ma a-mur-ištar-ma ke-na 4 gú lá-mu-nam aṣ-ba-at ba-lu-um,"šalim-aššur made us approach amur-ištar, and šalim-aššur said to amur-ištar: why have you seized the copper that was the proceeds from my textiles?"" amur-ištar answered: ""yes, i have seized 4 talents of poor copper.",16,21,34,1.619
nu-uš-té-ri a-na u₄-me a-nim ší-im pí-ri-kà-ni wa-dí-i-ma túg a-na ša-lá-tù-wa-ar iš-tí-in i ṣú-ha-ri-kà a-ṣé-er <gap> šu-pu-ur-ma ú tí-ir-ta-kà,"until this day indicate the price of the pirikannus and send one of your servants to šalatuwar to <gap> with the textiles, and then i shall clear your orders for you.",16,18,31,1.722
a-šu-mì kù.babbar ša ša-zu-úz-tí a-lu-lá-a iš-qú-lá-ku-nu-tí-ni kù.babbar lu a hu-bu-li-a ta-áš-qú-lá-ma ṭup-pá-am ha-ar-ma-am ša ku-nu-ki-a tù-šé-ṣí-a ṭup-pá-am li-it-a-ma šé-bi₄-lá-nim ú a-na ší-tí kù.babbar tí-ir-ta-ak-nu li-li-kam šu-ma šu-ku-ba-am kù.babbar,concerning the silver that alulaya's representative paid to you - what silver you have paid on my debt and recovered the certified tablet with my seal - split that tablet and send it to me. then send me word about the rest of the silver.,16,28,45,1.607
urudu dí-in <gap> kù.babbar <gap> i ra-mì-ni-kà dí-ma <gap> pá-li-lam ša-am,"if the sacks with copper <gap> give <gap> silver <gap> give of your own funds, and buy a .""",16,11,19,1.727
<gap> ma-na kù.babbar <gap> puzur₄-a-šur <gap> ma-na kù.babbar <gap> ṣí-li-ištar <gap> iš-tù ha-mu-uš-tim ša ú-ra-a,<gap> minas of silver <gap> puzur-aššur <gap> minas of silver ṣill-ištar owes; he will pay within 1 year reckoned from the week of uraya and kurub-ištar.,16,15,26,1.733
hu-bu-li-im ša da-ra-áš qá-tí a-lu-lá-a ša-ak-na-at kù.babbar ù urudu ku-nu-ki-a ša-ta-na na-áš-a-ku-nu-tí a-ma-tim ú ṣú-hu-ur-ší-na a-na é-bé-tí-a da-ra-áš lu-šé-ri-ib-ma kù.babbar iš-tí ma-nu-ki-a-šur li-ib-ší-ma a-ma-tim ba-tí-iq ú-tù-ur dí-na-ma 1 ma-na-am ša-ni-am kù.babbar da-ra-áš li-iš-qú-lá-ku-nu-tí-ma ù kù.babbar ku-nu-ki-a ma-nu-ki-a-šur i-na kù.babbar a-mu-ri-im lu-kà-in-ma iš-té-ni-iš ša 2 ma-na,"let daraš bring the slave-girls and their children into my house, and let the silver remain with mannum-kī-aššur; sell the slave-girls at the best available price, and let daraš pay to you another mina of silver, and then mannum-kī-aššur must confirm the silver under my seal among the checked silver; for in all 2 minas of silver you and daraš must make a purchase in kanesh that will benefit him, and the (you buy) should enter mannum-kī-aššur's (house).",16,45,78,1.733
ša-qá-lá-am qá-bi nu-ša-ah-li-il₅ ṭup-pu-šu šé-bi-lam 3 gú urudu sig₅ i ší-im an.na-kà ù túg.hi-tí-kà 5 gú urudu sig₅ ku-nu-ki-ni šu-nu-nu,"we <gap> send his tablet. šu-nūnu brings you 3 talents of good copper from the proceeds from your tin and your textiles, (in all) 5 talents of good copper under our seals.",16,20,32,1.6
ištar-lá-ma-sí ù ma-nu-ki-dingir i-zi-za-ma kù.babbar a-na ma-nu-ki-a-šur ú-lá a-na ša ki-ma ma-nu-ki-a-šur šu-uq-lá-ma 20 gú síg.hi.a ù sí-kà-an-lugal ša a-na ša-pá-ar-tim ma-nu-ki-a-šur ú-kà-lu ki-ma kù.babbar ta-ša-qá-lá-ni a-šar ša-pár-tum kà-an-ku ku-nu-ki ma-nu-ki-ì-lí-a lu-dí-ma ù ṭup-pá-am ša 3 ma-na kù.babbar ú ṣí-ba-tí-šu šé-ṣí-a-ma ṭup-pá-am šu-a-tí ú sí-kà-lugal,"ištar-lamassī and mannum-kī-iliya and pay the silver to mannum-kī-aššur or to mannum-kī-aššur's representatives, and as to the 20 talents of wool and the -stone that mannum-kī-aššur holds as security, when you pay the silver let him identify mannum-kī-iliya's seal in case the security is sealed, and then take out the tablet of the 3 minas of silver and its interest, and seal this tablet and the -stone and entrust it to ištar-lamassī.",16,45,72,1.6
4 gú 42 ma-na urudu iš-tí i-dí-{d}mar.tu 0.5 ma-na bé-ú-la-at ki-ta-a 8 ma-na ki šu-li dumu puzur₄-a-bi₄-ih 4 ma-na 3.83334 gín kù.babbar ki id-na-a 1 gú 20 ma-na urudu ù 0.3333 ma-na 5 gín kù.babbar ki i-ba-a 8 gín kù.babbar ki i-ku-mì-šar 2 ma-na 10 gín kù.babbar a-šùr-du-ri li-mu-um ip-hu-ru-um 1.5 gín.ta,"4 talents 42 minas of copper with iddin-aurum. 0.5 mina of silver, working capital of kitaya. 8 minas of silver with šuli, son of puzur-abeh. 4 minas 3.8333 shekels of silver with idnāya, month iv, eponymy of šudāya; he will add 1 1 / 4 shekel per (mina per month) as interest. 1 talent 20 minas of copper and 25 shekels <of silver(?)> with ibaya. 8 shekels of silver with ikūn-mīšar. 2 minas 10 shekels of silver with aššur-dūrī, year eponymy of iphurum.",16,52,83,1.596
ša é a-lim{ki} ṣí-ib-tum im-tí-da-ku-nu-tí ù šu-ma a-ta sà-ah-ra-tí kù.babbar ša é a-lim{ki} šu-ta-aṣ-bi₄-ta-ma ku-un-kà-ma a-na ra-bi₄-ṣí-im dí-ma lu-ub-lam-ma li-ma-am lu nu-ṭá-ib a-na a-lá-hi-im qí-bi-ma a-ma-kam a-dí,"here interest on the silver due to the city hall has increased for you, so if you are delayed, then have the silver of the city hall procured, seal it and give it to the attorney that he may bring it so we can satisfy the eponym.",16,27,47,1.741
ša-lim-wa-ar-dí ub-lá-am a-na ma-lá tí-ir-tí-kà an.na a-na a-mu-ur-ša-ra-sà ù ša-lim-wa-ar-dim ni-dí-ma a-na li-bi ma-tim ú-šé-ri-bu-ma 6.5 gín.ta a-na an-ni-ki-kà ub-lu-ni-kum šà.ba 3.5,"in accordance with your instructions we gave the tin to amur-šarrassa and šalim-wardī and they led it into the heartland, and they brought you (silver) at 6.5 shekels per (shekel) for your tin for you.",16,22,35,1.591
pí-lá-ah-ištar áš-pu-ku-nu-tí-ni ṣú-ha-ru-a a-dí u₄-mì-im a-nim wa-áš-bu-ni a-na ma-lá tí-ir-tí-a ih-da-ma kù.babbar li-dí-ku-nu-tí-ma kù.babbar ku-nu-ki-ku-nu iš-tí a-li-ki-im pá-ni-ú-tim-ma ù ṣú-ha-ri-a šé-bi₄-lá-ma gán-lam,"pay heed to my instructions and let him give you the silver, send the silver under your seals with the very first transport and with my servants, and let it pass overland in his name.",16,22,35,1.591
12 ma-na urudu sig₅ a-šu-mì sú-e-im ša la-ba-ar-ša a-na ša-pá-ar-tim i-dí-a-ší-ni ù sú-am a-la-hu-um e-ri-šu-ma ù-ha-li-qú-ší urudu-am áš-qúl ù kù.babbar a-na dumu,"as to the 12 minas of good copper that labarša deposited for her as security because of the mill-stone - when ali-ahum demanded it from him and they had destroyed it, i paid the copper.",16,22,35,1.591
ša-a-ma šé-bi₄-lam a-hi a-ta a-na ša-zu-úz-tí-a i-hi-id túg.hi-tí-a a-na ší-mì-im dí-na-ma ù me-eh-ra-at ša-áp-ra-tim ša na-ad-a-ni kù.babbar en-um-a-šùr dumu šál-ma-a-šùr e-ri-iš-ma li-dí-na-ku-ma kù.babbar lu ší-im túg.hi-tí-a lu me-eh-ra-at ša-áp-ra-tim ša i-du-nu-ni-ku-ni i pá-ni-kà bi₄-lam,"sell my textiles and then demand in silver from ennam-aššur son of šalim-aššur what corresponds to the pledges that have been deposited, so he may give it to you, and bring personally the silver, both the proceeds in silver from my textiles and the corresponding amount for the pledges that they give to you.",16,34,54,1.588
2 ma-na kù.babbar ša té-zi-bu-ni-a-tí-ni a-na dam.gàr ni-iš-qúl 1 gín im-ṭí 0.6666 ma-na 0.5 gín a-na e-na-ni-a áš-qúl šà.ba 10 gín sí-lu-lu il₅-qé 0.5 ma-na kù.babbar ší-im am-tim ki,"the 2 minas of silver that you left behind to us we paid to the merchant; it was 1 shekel short. 40.5 shekels i paid to ennāniya, 10 shekels, thereof ṣilulu took. 0.5 mina of silver, the price of a slave-girl is due by the priest.",16,29,46,1.586
a-na ta-ar-bi₄-tim ù-ku-ul-tí-im ù qú-bu-ri-im ša me-er-ú-at kà-áp-sí-a a-na an.na ta-ad-mì-iq-tim ša dumu.mí ha-na-na dam ha-na-na ú me-er-ú ha-na-na mì-ma a-na kà-áp-sí-a dam a-lá-bi₄-im i-dí-nu-ni a-na kà-áp-sí-a ú-lá i-tù-ru,"for the costs of upbringing, the food and the tomb of the daughters of kapsiya, for the tin, the venture credit of the daughter of hanana, hanana's wife and sons will not raise claims against kapsiya for anything they have given to kapsiya, wife of ali-abum.",16,29,46,1.586
um-me-a-ni lu-za-ki-ku-nu i-na ba-ri-ku-nu lá tù-uš-té-ṣa-a-ma um-me-a-nu lá kà-<gap> a-we-lá-tù-ku-nu <gap> lá i-ha-li-qá <gap> ta-ša-lá-ta <gap>,"you must not quarrel with each other <gap>, and the investors should not <gap> your women <gap>should not be lost <gap> you (plur.) must (not) act rashly <gap>",16,16,28,1.75
ra-bi₄-at i-na ir-ni-tim šu-uq-la-tim ša um-me-a-ni-a a-na pá-ṭù-ri-im i-zi-iz a-dí an.na ma-sí-ra-am ú-ša-áš-qí-li-ni a-hi a-ta 7 gín.ta kù.babbar a-na an.na-ki-a,"he is ready to open the packages of my investors <gap> until he has made me pay the -tin, my dear brother, pay 7 shekels of silver per (mina) for my tin to my representatives.",16,20,35,1.75
kišib e-la-lí dumu i-ku-nim kišib ša-lim-a-hi-im dumu dan-a-šur kišib en-na-sú-en₆ dumu sú-kà-lí-a kišib i-dí-a-šur dumu a-šur-ma-lik ša 1 ma-na 1.5 gín i-ṣé-er dingir-šu-gal dumu,"seal of elalī, son of ikūnum, seal of šalim-ahum, son of dān-aššur, seal of ennam-suen, son of sukkalliya, seal of iddin-aššur, son of aššur-mālik, that ilšu-rabi, son of bulāli, owes 1 mina 1.5 shekel of silver to elamma.",16,24,38,1.583
a-lá-hu-um i-šu 6 na-ru-uq mì-iš-lam še-um mì-iš-lam₅ ar-ša-tum i-na ha-ar-pé-e i-ma-da-ad 15 gín kù.babbar iš-tí ha-ar-šu-um-nu-ma-an 5 na-ru-uq mì-iš-lúm še-um mì-iš-lam₅ ar-ša-tim i ha-ar-pé-e,"he will measure out 6 sacks (of grain), half barley, half wheat at harvest time. 15 shekels of silver is owed by haršumnuman; he will measure out 5 sacks (of grain), half barley, half wheat, at harvest time.",16,24,38,1.583
a-na um-mì-a-ni-a a-la-hi-im a-šur-re-ṣí da-dí-a ù en-nam-a-šur qí-bi₄-ma um-ma e-la-ma-ma 16.6666 ma-na kù.babbar ṣa-ru-pá-am ku-nu-ki-a ni-is-ha-sú diri ša-du-a-sú ša-bu,"to my principals, ali-ahum, aššur-rēṣī, dadiya and ennam-aššur, thus elamma: 16.6666 minas of refined silver, under my seals, its excise added, his transport fee paid, aššur-nādā is bringing to youplur.",16,19,30,1.579
um-ma bé-lá-num ù lá-ma-sà-tum-ma a-na {d}utu-ba-ni ù pì-lá-ah-ištar qí-bi-ma 26 túg.hi.a ša šu-sú-in dumu ì-lí-a i-na 5 na-ru-qá-tim dar-ku,"thus bēlānum and lamassutum, say to šamaš-bāni and pilah-ištar: 26 textiles belonging to šu-suen, son of iliya, are packed in 5 bags under the seals of ennam-aššur, son of elamma.",16,19,30,1.579
ú-lu mì-ma-a-ma ša-ṣí-ra šu-ma a-<gap> a <gap> a-šùr-mu-ta-bi₄-il₅ ú a-šur-sipa mì-ma-ša-ma lu ṭup-pè-e e-ri-šu-ku-nu,"if a<gap>, aššur-muttabbil or aššur-rē’ī asks you for anything, also tablets, then it is imperative that you do not give them anything!",16,14,22,1.571
3 ma-na an.na ku-nu-ki ša i-ku-pí-ištar dumu i-ku-a-a a-na ì-lí-a-lim dumu sú-kà-li-a áp-qí-id igi šu-ku-bi-im dumu qá-a-tim igi a-šur-ma-lik dumu a-lá-hi-im,"three minas of tin under the seals of ikūn-pī-ištar, son of ikū'aya i entrusted to ilī-ālum, son of sukkalliya, in the presence of šu-kūbum, son of qa'atum (and) of aššur-mālik, son of ali-ahum.",16,21,33,1.571
<gap> 1 ma-na <gap> ag <gap> nim-ma <gap> li-it-ru-nim ki-ma <gap> 0.5 gín kù.babbar a-na a-lim{ki} ša-ak-šu-dí,<gap> 1 mina of silver <gap> let them take along(?) <gap> you have been ordered after my departure to forward <gap> 0.5 shekels of silver to me in the city.,16,17,30,1.765
hu-ur-ší-im pí-ih-a-ma ṣú-ha-ri ṭù-ur-da-nim bé-tám e-li-am ku-nu-ki-a pé-té-a-ma i-na ta-ma-lá-ki-im 0.5 ma-na kù.babbar a-mu-ra-am ú 1 ma-na urudu sig₅ ku-un-kà-ma ú 1 túg tí-sà-ba-am sig₅ ú-tù-ur-tám ša a-na li-tab-ší-a a-šùr-du₁₀ iq-bi-a-ni a-na ší-mì-šu a-šùr-du₁₀ li-dí-na-ku-nu-tí-ma iš-tí kù.babbar,"open the upper storey sealed by me, and seal in the -container 0.5 mina of checked silver and 1 mina of good copper; also, aššur-ṭāb should give you for sale 1 -textile of extra-fine quality which he promised me for my clothing, and then give it together with the silver to the servants so they may bring it.",16,37,58,1.568
ma-na ší-im kù.babbar ša li-bi₄ dan-a-šùr šu.nígin urudu-i-kà 20 gú 24.6666 ma-na urudu ma-sí-um šà.ba 6 gú šu-nu-nu i pá-ni-tim ub-lá-kum 8 gú urudu ma-sí-am ša-lim-wa-ar-dí ù šu-nu-nu ku-nu-ki-ni na-áš-ú-ni-kum 18 ma-na sig₅ ša-du-a-at urudu-i-kà ù anše.hi-kà ni-iš-qúl 1 gú-tum 1 ma-na.ta i-na ša-bu-ri-im,thereof šu-nūnu earlier brought you 6 talents; šalim-wardī and šu-nūnu bring you 8 talents of washed copper under our seals. 18 minas good copper we paid as the transport tariff on your copper and your donkeys; 1 mina per talent was lost during the breaking up; 2.5 minas of good copper we deposited out of your copper and gave to ab-šalim for the carriage of ab-šalim's and dan-aššur's copper.,16,44,69,1.568
ri-ik-sú-um ší-im 2 ku-ta-ni-šu a-na ha-ti-a 1 ri-ik-súm 0.5 ma-na 5 gín ší-im ku-ta-nim a-na i-li-a 1 ri-ik-súm 0.3333 ma-na a-na né-er-am-tim 1 ri-ik-súm 0.3333 ma-na a ší-ma-at-ištar 13 gín,"one bundle (of silver), the price paid for 2 of his, for hatiya; one bundle (containing) 35 shekels (of silver), the price paid for a, for iliya; 1 bundle containing 0.3333 mina for ner'amtum; one bundle containing 0.3333 mina for šīmat-ištar; 13 shekels (of silver) for kurub-ištar.",16,30,47,1.567
1 ma-na 14 gín kù.babbar ni-is-ha-sú diri ša-du-a-sú ša-bu a-ha-ma 0.5 ma-na kù.babbar ni-is-ha-sú diri ša-du-a-sú ša-bu ik-ri-bu ku-nu-ki ša dam.gàr en-um-a-šur a-na ir-ma-a-šur ip-qí-id-ma a-na a-lim{ki} a-na ší-a-ma-tim ú-bi-il₅,"1 mina 14 shekels of silver, the excise on it extra, the transport fee for it paid; separately 0.5 mina of silver, the excise on it extra, the transport fee for it paid, temple funds, under the seals of, ennam-aššur entrusted to ir'am-aššur and he brought it to the city for making purchases.",16,30,53,1.767
a-šur a-hu-ú-a a-tù-nu a ma-lá ta-le-e-a-ni la-ma illat-tum e-ru-ba-ni an.na-ki a-na kù.babbar ṣa-ru-pì-im dí-na-ma ší-im 5 ma-na an.na ša ik-ri-be kù.babbar lu ša-li-iṭ,"my dear brothers, sell my tin for refined silver as well as you can before the caravan arrives, and the proceeds from the 5 minas of tin from the votive offering must be available in silver.",16,23,36,1.565
i-na kù.babbar-áp ištar-lá-ma-sí ša a dumu-e-ša ta-dí-nu-ma kù.babbar i-na é e-lá-ma a-na-áb-šé-em ib-ší-ú šà.ba 7 gín kù.babbar ì-lí-a i bu-ul-ṭí-šu i qá-tí-šu il₅-qé,"from the silver of ištar-lamassī that she gave to her sons and which silver rested as safe deposit in elamma's house, from that silver iliya, when he was still alive, took 7 shekels from his share.",16,23,36,1.565
56 ma-na kù.babbar i-na kù.babbar-áp a-šur-i-dí dumu sá-ta-a ú-ṣú-ur-ša-a-šur ù a-šur-du₁₀ a-na šál-ma-a-šur iš-qú-lu-ma 4 ma-na kù.babbar i-ší-ta-ma ṭup-pá-am ša ú-ṣú-ur-ša-a-šur ù a-šur-du₁₀ šál-ma-a-šur il₅-pu-ut-ma ṭup-pá-am ša 1 gú kù.babbar ša hu-bu-ul a-šur-i-dí dumu sá-da-a šál-ma-a-šur a-na a-šur-du₁₀ ú,"uṣur-ša-aššur and aššur-ṭāb have paid 56 minas of silver from the silver of aššur-idī son of sadaya to šalim-aššur, but 4 minas of silver remain (unpaid) and šalim-aššur has written a debt note for uṣur-ša-aššur and aššur-ṭāb, and he has released the (old) tablet concerning 1 talent of silver from the debt of aššur-idī son of sadaya to aššur-ṭāb and uṣur-ša-aššur.",16,39,61,1.564
en-nu-a-šur dumu šu-en.líl a-na en-nu-a-šur ù la-qé-ep iṣ-ba-at-ni-a-tí-ma um-ma en-nu-a-šur dumu šu-en.líl-ma a-na en-nu-a-šur ù la-qé-ep-ma,"ennam-aššur son of šu-illil seized us against ennam-aššur and lā-qēp, and ennam-aššur son of šu-illil said to ennam-aššur and lā-qēp: why do you detain me?",16,16,25,1.562
