akkadian,english
a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-na-ni-ma igi gír ša a-šùr <gap>,for these words the kanesh colony made me available and before aššur's dagger i gave my testimony.
16 ma-na kù ṣa-ru-pá-am i-ṣé-er a-šùr-eš-tí-kál ù i-dí-a-bi₄-im i-sú-rik₁₃,aššuriš-tikal and iddin-abum owe 16 minas of refined silver to issu-arik.
i-šu igi a-ku-za igi ib-ni-sú-in,"witnessed by akuza, witnessed by ibni-suen."
qá-at-kà i-na kù.babbar ša sá-li-a ù ì-lí-dan ha-bu-lu-ni ú-ša-áš-ki-nu-ma lu-qú-tám,"if salliya has not placed the goods before you, salliya must give purchases in the city of assur to šalim-aššur."
a-na sà-ah-ri-dingir ù en-um-a-šur dumu,here i seized ilī-dan and made him pay 2 minas of silver.
šu-be-lim ip-qí-du šu-ma lu-qú-tám sá-li-a i-na ma-ah-ri-kà lá iš-ta-kán ší-a-ma-at a-lim a-šùr sá-li-a a ša-lim-a-šùr,we received 2 minas of silver of my fees. 2 minas 15 shekels of silver with your fees from the man of tumliya<gap> here i keep a close watch over your outstanding loans.
i-da-an a-na-kam ì-lí-dan aṣ-ba-at-ma 2 ma-na kù.babbar ú-ša-áš-qí-il₅-šu 2 ma-na,"also, suen-nādā is staying in wahšušana; when he enters here i shall make him pay the silver and its interest."
i-re-ší ba-áb-tí-kà a-za-az,with respect to your instructions <gap>.
ù sú-in-na-da i-na wa-ah-šu-ša-na,i keep a close watch over your outstanding loans.
wa-ša-áb e-ra-ba-,do not be nervous.
kù.babbar ša en-um-a-šùr igi,the silver belongs to ennam-aššur.
i-dí-{d}im dumu a-šùr-du₁₀ igi tù-ur-a-a dumu me-na-a igi kur-ub-a-šùr dumu ṣí-li-a,"witnessed by iddin-adad son of ašsur-ṭāb, by tūraya son of menaya, by kurub-aššur son of ṣilliya."
ra-bi-ṣú-um ša ša-lim-a-šùr en-um-a-šùr ú a-lá-ha-am me-er-e ša-lim-a-šùr iš-a-al ba-a-nim a-na ma-lá ṭup-pí-im ša,"šalim-aššur's attorney questioned ennam-aššur and ali-ahum, šalim-aššur's sons: come on, show me where the assets, your father's silver is in accordance with the tablet of the city, then i shall release it to you."
a-lim{ki} a-šar,"do not obstruct me, me, the attorney!"
bu-lá-tù kù.babbar-áp a-bi-ku-nu,keep in mind what was sworn by the city and the king!
i-ba-ší-ú kà-li-ma-ni-ma lu-šé-ra-ku-nu-tí lá tù-na-ha-ni ra-bi-ṣa-am i-a-tí ša ni-iš a-lim{ki} ú,"since they kept petitioning me i said: 'come on, take me (to court), then i shall release the assets, your father's silver to you.' but they refused to come, or to show me."
a-bi-ku-nu lu-šé-ra-ku-nu-tí,i did not send you to court.
šu-nu a-lá-kam ú kà-lu-mì-i lá i-mu-ú-ni a-lá-ak a-na,"you did indeed come to collect our father's assets, and once or twice you have questioned me, and i have not rejected you."
a-dí-na-ku-ni tám-kà-ru-um en-um-a-šur lu-qú-tám ma-lá ta-áš-a-ma-šu-ni a-na en-um-a-šur dumu ša-lim-a-šur dí-in-ma tí-ir-ta-ku-nu le-zi-ba-am,"any goods you have bought for him you must give to ennam-aššur son of šalim-aššur, and let him leave me a message from you (plural)."
ma-lá tí-ir-tí-a le-pu-uš ú tí-ir-ta-ku-nu kù.babbar,"also, send me word about how much silver you have given him."
ma-lá ta-dí-na-šu-ni li-li-kam ṭup-pì-a ú hu-ur-ša-am,you have to seal for my tablets and the store-room.
a-tù-nu-ma ku-un-kà e-na-na-ta-am na-hi-da-ma ba-lu-ku-nu ṭup-pè-e-a ma-ma-na lá i-pá-té ma-ma-an,give ennanātum instructions that no one must open for my tablets without your permission.
e is-li-ší,no one must deceive.
5 gú 50 ma-na urudu ša ku-zi-zi-a 2 gú 35 ma-na urudu ni-im-hu-ur šà.ba 1,of the 5 talents 50 minas of copper from kuziziya we received 2 talents 35 minas of copper.
kišib en-na-nim dumu a-lá-bi₄-im kišib a-šùr-na-da dumu ir-nu-id kišib kà-ta-tim dumu ma-la-ba kišib nu-ur-{d}en.zu dumu {d}muš-mu-ta-bíl ša,"sealed by ennānum son of ali-abum, by aššur-nādā son of irnuid, by katātum son of malaba, by nūr-suen son of nirah-muttabbil, by iddin-suen son of ibaya."
ša-lim-a-šùr ù i-dí-sú-in dumu i-ba-a-a a-na,concerning šalim-ašsur and iddin-suen son of ibaya.
a-wa-at ṭup-pí-im a-ni-im ni-iš a-lim{ki} it-mu-ú-ni-ma a-hu-um a-na a-hi-im la i-tù-ru,"they swore by the city concerning the words of this tablet, and no one must raise claim against the other."
wa-ar-kà-at an.na lá-šu,"later, there was no tin."
iš-tù a-na en-num-be-lim ta-da-na-ni ù a-na e-ru-ba-tí a ma-lá tí-ir-tí-a ta-da-na a-ni ší-tí,after you give it to ennam-bēlum you will also give it for a pledge according to my instructions.
a-ša-me-ma a-na ku-ta-ni ší-mu-um i-na kà-ni-iš,i hear that there is a market for in kanesh.
a-we-el <gap> tí ri,until i come <gap>
<gap> 20 ma-na kù.babbar,<gap> 20 minas of refined silver.
ṣa-ru-pu-um iš-tù ha-mu-uš-tim ša kà-ší-im a-na 13 ha-am-ša-tim <gap>,reckoned from the week of the he must pay within 13 weeks <gap>
kišib lá-ba-na-da dumu i-dí-sú-in kišib na-áb-sú-en₆ dumu šu-be-lim kišib i-dí-ištar dumu i-dí-a-bi₄-im a-na a-wa-tim a-ni-a-tim,"seal of labān-nādā, son of iddin-suen, seal of nabi-suen, son of šu-bēlum. seal of iddin-ištar, son of iddin-abum seal of puzur-ištar, son of dān-aššur."
kà-ru-um dur₄-hu-mì-it i-dí-ni-a-tí-ma igi gír ša a-šùr ší-bu-tí-ni ni-dí-in ṭup-pu-um,for these words the durhumit colony made us available and before aššur's dagger we gave our testimony.
a-šu-mì ku-uk-ra ša dumu zu-za-nim,a record concerning kukra of the son of zuzānum.
a-na a-lá-hi-im qí-bi₄-ma um-ma ha-nu-ma a-na-kam šu-{d}en.líl,to ali-ahum from hanu: here your agent and i seized šu-illil.
ša-zu-úz-ta-kà ù a-na-ku ni-iṣ-ba-at 20 u₄-me-e,we set a term of 20 days for him to pay the silver.
a-na kù.babbar ša-qá-lim ni-iš-ku-un-šu-um u₄-mu-šu im-lu-ú-ma,"his term is up, but he has gone to the land harabiš."
šu-ut-ma a-na ma-at ha-ra-bi₄-iš i-ta-lá-ak,he said: do not bother me for 10 days.
a-ma-kam a-mur-ša-ra-sà ša-i-il₅-ma a-šar ṭup-pu-um,ask amur-šarrassa there where the tablet is.
i-ba-ší-ú tí-ir-ta-kà iš-tí pá-ni-im,send word as soon as possible.
um-ma ma-ma-hi-ir-ma a-na en-um-a-šùr ù lu-lu qí-bi-ma a-na lu-lu qí-bi-ma <gap> ma-na kù.babbar ša ku-ul-ma-ku-ul-ma a-na ṣé-ri-a ú-šé-bi₄-lá-kà-ni,"from man-mahir to ennam-aššur and lulu; specifically to lulu: <gap> minas of silver that i sent to you with kulma-kulma, pay that silver to ennam-aššur."
kù.babbar a-na en-um-a-šùr šu-qúl-ma ù ṭup-pá-am ša ku-nu-ki-šu li-dí-na-kum a ša ki-ma a-na,then let him give you a tablet with his seal to the effect that i shall not raise claim against kulma-kulma.
ku-ul-ma-ku-ul-ma lá a-tù-ru kù.babbar ku-nu-kà-šu-ma iš-tí,seal the silver and let it remain with ennam-aššur.
en-um-a-šùr li-ib-ší a-na a-lim{ki},there is a complaint against the city.
na-zu-um a-na en-um-a-šùr qí-bi-ma 2 anše ṣa-lá-me-en ú ú-nu-sú-nu lu-lu li-dí-na-kum ú,"to ennam-aššur: have lulu give you 2 black donkeys and their harness; also, have arši-ah give you 1 donkey."
1 anše ar-ší-ah li-dí-na-kum en-na-sú-in ša-al-ma šu-ma kù.babbar <gap> qá-tí il₅-qé e-ri-šu-ma,ask enna-suen and if he has received silver for expenses demand it from him and load them (the donkeys).
<gap> kù.gi ki-ša-am i li-bi <gap> e-nam-a-šùr ša <gap> a-wa-tim <gap> a-tù-nu lá <gap> ni,"dear brothers, do your best that together with the price of my textiles also at least 1 mina of silver reaches me here and so give me courage."
lu-lá-pí-ta-ku-nu-tí <gap>-ma tí-de₈-a a-šar <gap>,one mina 10 shekels of silver <gap> our <gap>
igi a-šùr-i-mì-tí dumu du-dí-ki igi iš-me-dingir igi a-šùr-ba-ni igi en-na-sú-in igi a-šùr-e-mu-qí igi ah-ša-lim me-er-e-šu,"witnessed by aššur-imittī son of dudiki, by išme-ilum, by aššur-bāni, by enna-suen, by aššur-emūqi, by ah-šalim his son."
kišib šu-ištar dumu šu-a-a,seal of šu-ištar son of šuaya.
a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-ma igi gír ša a-šur ší-bu-tí,the kanesh colony gave me for these proceedings and i gave my testimony before aššur's dagger.
a-dí-in dingir-ba-ni dumu ú-zu-a tap-pá-i,ilī-bāni son of uzuwa was my absent partner.
<gap> a-ba-ú-a be-lu-a a-tù-nu li-ba-ak-nu i-de₈ šu-<gap> ú-la ni-iš-pu-<gap> kà-ša-dí-im <gap> ni-ta-na-ga-ag šu-ma li-bi-ku-nu,"please my fathers, my lords, you know very well that <gap> (therefore) we did not ? <gap> . ? reach <gap> we keep flaring up in anger."
<gap> ša ri-a-ṣí-im ri-ṣa <gap> ú ku-uk-ri-ni-am ru-ba-am lu nu-ta-mi-ma qá-at-ni lu-kà-il₅-šu ú ša,"if you so wish, provide all the help you can and we will make the man of kukrin, the ruler, swear the oath so that we can control him."
ta-ba-na-bi-im šu-ut-ma i-kà-ša-ad al-at ha-na-na-ri-im i-na,"also, what concerns <gap>, it is him who can achieve it."
30 gú urudu sà-hi-ra-am ša dur₄-hu-mì-it i-na ṣé-er ma-ma-hi-ir dumu,man-mahir son of amur-ištar owes 30 talents of -copper from durhumit to šalim-aššur.
ki-ma <gap>-dí-ú urudu i-ša-qal <gap> šu-ma lá ú-šé-bi₄-lam-ma ki-ma a-wa-at kà-ri-im ṣí-ib-tám,"if he has not sent it (in time), he will pay interest in accordance with the rule of the colony."
ú-ṣa-áb igi en-na-sú-in igi sà-li-a igi a-šur-na-da igi sig₅-pí-a-šur,"witnessed by enna-suen, by salliya by aššur-nādā, by damiq-pī-aššur."
ma i-<gap> li <gap>,in 5 or 6 months <gap>
14 mu-ta-tim 2 e-li-ta-an ku-nu-ku ša šé-ep-ištar ù ša-lim-wa-ar-dí a-na dam {d}ištar-pí-lá-ah šé-ep-ištar ù ša-lim-wa-ar-dí,14 half-packs and 2 top-packs sealed by šēp-ištar and šalim-wardī šēp-ištar and šalim-wardīentrusted to the wife of ištar-pilah.
ip-qí-du igi i-dí-a-šùr dumu ku-zi-lá-nim igi du₁₀-a-hi-e dumu ir-bi₄-{d}im <gap>-mu-ta-bi₄-il₅ igi puzur₄-ša-du-e a-hi a-lá-hi-im,"witnessed by iddin-aššur son of kuzilānum, by ṭāb-ahe, son of irbi-adad, <gap>-muttabbil, by puzur-šaduʾe brother of ali-ahum."
um-ma ša-qí-il₅ da-tim ku-li-a ší-ip-ru-um ša kà-ri-im kà-ni-iš ù kà-ru-um dur₄-hu-mì-it-ma a-na kà-ar kà-ar-ma ù wa-ba-ra-tim a-dí kà-ri-im kà-ni-iš qí-bi-ma a-sá-num ší-pár-ni,"thus the 'datu-payers,' kuliya, the messenger of kanesh, and durhumit, say to every single and (all) the until kanesh: asānum, our messenger, has been sent to kanesh to deliver information."
a-na ta-i-tim a-na kà-ri-im kà-ni-iš ša-pí-ir a-pu-tum ki-ma ṭup-pí-ni ta-áš-me-a-ni iš-té-na mu-qá-ri-bé a-na a-sá-num dí-na-ma kà-ru-um kà-ri-im,"as soon as you have heard our letter, each of you must give an escort to asānum and each must escort him to the next, all the way until kanesh."
a-dí kà-ni-iš{ki} lu-qá-ri-bu-šu u₄-ma-kál lá i-sà-hu-ur,"he must not suffer a delay of even one single day!"""""
ki-ma me-er-e šál-ma-a-šur a-na qá-ta-tim a-da-ku-nu me-er-ú me-tim,representing the sons of šalim-aššur i hand you over to guarantors.
né-nu ṭup-pá-am,we are inheritors.
ša ša-lá-ša-at a-tù-nu ha-bu-lá-tù-nu-ni-ma kù.babbar i qá-qá-ad šál-mì-ku-nu ra-ak-sú nu-kà-al lu ša,we have in our possession a tablet stating that you three owe silver and that you are jointly liable.
pá-e a-na ša-lim-a-šur tí-šu lu a-na a-ba-e-ni tí-šu-ú lu ṭup-pá-am ša ša-ba-e ša ku-nu-uk a-ba-e-ni tù-kà-al lu ší-be-e tí-šu a-na a-né-en-ma ru-a-ma mì-nam,"if you have either oral witnesses against šalim-aššur or if you have one against our fathers, or if you have witnesses - then produce the evidence to these two (witnesses), and what can we then say?"
ni-qá-bi₄ me-er-ú,we are inheritors.
me-tim né-nu lá tù-ba-ar-ni-a-tí ší-bu-tum,"do not drag us to court."" witnessed statement."""
a-ba-ba ra-bi-ṣú-um ša é ša-lim-a-šur en-um-a-šur ù ṣí-li-a ša ki-ma,"ababa, the attorney of šalim-aššur's firm, ennam-aššur and ṣilliya, ali-ahum's representative, seized us against iddin-aššur and the attorney ababa said to iddin-aššur: you have heard the tablet from the city."
ša-lim-a-šur ù-pá-ha-ar ù na-áš-pé-er-tám ša um-me-a-ni ša-lim-a-šur iš-tù itu.kam,"i have received the 40 talents of good copper about which you reached an agreement with šalim-aššur's investors, in accordance with their missive dated mont, eponymy aššur-malik son of ali-ahum."
li-mu-um a-šur-ma-lik,the investors of your father are many.
dumu a-lá-hi-im urudu al-qé lá tù-na-ha-ni a-ma a-wi-lu a-ni-ú-tum lu,"you have cleared me with ikūnpīya, but many investors of your father remain, so clear me with your father's investors, and i shall raise no claim against you in accordance with those who settled our case."
um-me-a-ni igi a-ni-ú-tim ší-me-ma a-na me-er-e ša-lim-a-šur,"do not raise claim against šalim-aššur's sons!' now, you have raised a complaint against me and you have burdened me with a lot of expenses."
lá ta-tù-ar <gap> ma-lá ga-me-er,"although i have taken nothing for my father's firm, you keep writing to me about lawsuits and expenditure."
5 ma-na hu-ša-e i-na,5 minas of scrap (copper) in the steppe for transport.
kà-ṣí-im a-na ta-ší-a-tim iš-tù qá-ṭá-ra,from qaṭṭarā until hamizānum 0.3333 mina of tin for transport.
anše uš-pá-il₅-ma 1-ma-na 15 gín an.na a-pu-ul iš-tù bu-ra-li-im a-dí bi-ir-tù-im,from burallum until birtu'um 17 shekels of tin for transport. 7 shekels of tin from the town of the kaneshites until timilkiya as hire for a wagon.
iš-tù a-al kà-ni-ší-e a-dí tí-mì-il₅-ki-a a-na ig-re e-re-qí-im,from hura<ma> until luhsaddiya 3 shekels of silver (and) 3 shekels of tin as hire of a donkey.
kišib i-dí-a-bi₄-im dumu i-tur₄-dingir kišib ú-nu-ba kišib a-ší-a-at,"seal of iddin-abum son of itūr-ilī, seal of unuba, seal of ašiat."
15 ma-na urudu ma-sí-a-am i-ṣé-er ú-nu-ba ú a-ší-a-at wa-ar-dí,"unuba and ašiat, dan-aššur's slaves, owe 15 minas of washed copper to luzi."
ša dan-a-šur lu-zi i-šu iš-tù ha-mu-uš-tim ša {d}mar.tu-ba-ni ú a-šur-na-da,reckoned from the week of amurrum-bāni and aššur-nādā they must pay within 4 weeks.
a-na 4 ha-am-ša-tim i-ša-qú-lu,they must pay using our weight stones.
i-na áb-na-tí-ni i-ša-qú-lu šu-ma lá iš-qú-lu ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣú-bu,if they have not paid (in time) they must add interest in accordance with the rule of the colony.
itu.kam hu-bu-ur li-mu-um i-dí-a-bu-um,month hubur eponymy iddin-abum.
1 túg ku-ta-nam ša a-šur-ták-lá-ku ša kà-li-<gap> lugal-{d}im ub-lam 1 túg ku-ta-nam ša <gap> i li-bi₄,šar-adad brought 1 -textile belonging to aššur-taklāku from the <gap> 1 -textile belonging to <gap> remains in šar-adad's possession.
lugal-{d}im a-hu-ur i-na ni-is-ha-tim,it was taken from the import duty.
lá-qé 1 túg ku-ta-nam ša i-a-a a-mur-ša-ra-sà ub-lá-ma i-ri-šum,amur-šarrassa brought 1 -textile belonging to yaya and irišum received it.
il₅-qé-šu 1 túg ku-ta-nam {d}im-ba-ni ub-lá-ma i-ri-šu-ma il₅-qé-šu 1 túg ku-ta-nam en-nam-a-šur dumu a-mur-ištar ub-lá-ma i-ri-šu-ma il₅-qé-šu,adad-bāni brought 1 -textile and it was irišum who received it.ennam-aššur son of amur-ištar brought 1 -textile and it was irišum who received it.
ni-dí-in igi mar.tu-ba-ni igi,"witnessed by amurrum-bāni, by šu-kūbum."
a-na e-la-ma qí-bi₄-ma <gap> um-ma a-šur-ma-lik-ma a-na,"say to elamma, thus aššur-mālik: compared with the tablet from the city 1 is missing."
ma-lá ṭup-pí-im ša a-lim{ki} 1 ku-ta-nu-um ba-tí-iq um-ma,"uzua said: 'they did not count the textiles in the city, they (simply) entrusted the bags to me'."
e-kál-lim i-na sá-i-tí-kà ih-li-qú-ma,seize him there and let him give you the -textile.
1 túg a-ta tù-ma-li 1 túg ú-ṣú-ur-ša-ištar,"i deposited a textile in the colonial office as your share, 1 textile lamassutum took."
dumu a-šur-i-mì-tí i-na-pá-al a-ma-kam ṣa-ba-sú-ma,"the harnessor took his 2 textiles, 31 textiles bēlum-bāni brought you."
ku-ta-nam li-dí-na-kum túg a-na é kà-ri-im a qá-tí-kà a-dí 1 túg lá-ma-sà-tum,"of the 25 dark textiles they took 3 textiles as import-tax, lamassutum took 1 textile, 21 dark textiles, apart those for wrapping, bēlum-bāni brought you."
tal-qé 2 túg-tí-šu,why did you take 2 pieces of the textiles?
kà-ṣa-ru-um il₅-qé,give their price to bēlum-bāni.
31 ku-ta-ni be-lúm-ba-ni ub-la-kum i-na 25 túg,after uzua's tin for expenses had been spent they took 17 minas of tin during the journey.
šu-ru-tim 3 túg a-na ni-is-ha-tim il₅-qé-ú,"his working capital was 0.5 mina of silver, i sent 0.3333 mina to him en route."
1 túg lá-ma-sà-tum tal-qé 21 túg šu-ru-tim e-zi-ib ša,a donkey died during the journey and they compensated him 1 mina of tin. and i balanced him 0.3333 mina of tin.
45 ma-na kù.babbar ṣa-ru-pá-am i-ṣé-er ì-lí-dan ù sà-li-a a-hi-šu ša-lim-a-šur i-šu,ilī-dan and his brother salliya owe 45 minas of refined silver to šalim-aššur.
itu.kam a-lá-na-tim li-mu-um a-šur-i-dí 15,"month allanātum, eponymy aššur-idī."
i-ša-qú-lu 10 ma-na kù.babbar ṣa-ru-pá-am i-ṣé-er a-šur-iš-tí-kál ša-lim-a-šur,aššuriš-tikal owes 10 minas of refined silver to šalim-aššur.
i-šu itu.kam ku-zal-li li-mu-um,"month kuzallu, eponymy aššur-idī."
ú-kà-pì-na-hi me-eh-ra-at ṭup-pé-e ha-ru-mu-tim ša ku-bu-ur-na-at,copies of certified tablets from kuburnat.
11 i-lá-tim ša urudu ku-nu-ku ša en-nam-a-šur ù ra-bi₄-ṣí-im 6 ta-ma-lá-ku ša ṭup-pé ku-nu-ku ša en-nam-a-šur a-dí-da a-lá-hu-um ù ra-bi-ṣú-um ša a-na e-na-ah-dingir ni-ip-qí-du,"11 containers with copper under the seal of ennam-aššur and the attorney; (and) 6 boxes with tablets under the seal of ennam-aššur, adida, ali-ahum and the attorney, which we entrusted to enah-ilī, we brought out."
nu-šé-ṣí igi a-šur-ba-ni dumu ku-ta-a igi be-lúm-ba-ni dumu a-šur-be-el-a-wa-tim,"witnessed by aššur-bani son of kutaya, by bēlum-bani son of aššur-bēl-awātim."
é hi-na-a i-ba-ší a-ba-ú-a a-tù-nu ṣa-ab-ta-šu-ma kù.babbar,"please, my fathers, seize him and make him pay the silver."
a-na a-lá-hi-im qí-bi-ma um-ma kà-lu-a-ma tí-ir-tí puzur₄-a-šur ma-la i-lá-kà-ni na-áš-pé-ra-tí-šu ší-ta-me-ma qá-tí ú i-a-tum tí-ir-tí a-na-na i-lá-ak-šu-um ù a-hi,"to ali-ahum from kaluwa: listen to the instructions that come from puzur-aššur, his missives, and <gap> then my own message will go to him from here."
a-na-ku a tí-ir-tí-kà a-na-hi-id,i too will pay attention to yours.
a-hi a-ta kù.babbar u₄-ma-am a-ni-a-am lá,"my dear brother, may the silver not lie idle even this day."
šé-bi₄-lam a-ta ha-ra-nam ta-dá-nam,it is you who will give me a journey.
kù.babbar lá i-bi₄-at,the silver must not wait.
um-ma ša-ta-áš-me-tim-ma a-na puzur₄-a-na ú šu-sú-in qí-bi₄-ma be-tum ha-bi₄-it-ma ki-da-tim ar-ta-na-pu-ud,"thus šāt-tašmētim, say to puzur-anna and šu-suen: the house has been robbed and i wander around outside."
šu-ma a-hu-ú-a a-tù-nu al-kà-nim-ma ša-li-ú-um i-ṣé-er é a-bi₄-ku-nu,"please, my brothers, come here so that nobody will harm your paternal house."
